state,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Branch,Sports,Small
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer1,Branch,Sports,Large
California,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer3,Branch,Sports,Large
Arizona,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,L3,Offer4,Web,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer4,Web,Luxury,Medsize
Nevada,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Branch,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Suburban,Single,Special Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Large
Oregon,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L2,Offer2,Branch,Sports,Small
Nevada,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Web,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer2,Agent,Sports,Medsize
Arizona,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer4,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,L2,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer1,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Luxury,Large
California,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer4,Branch,Sports,Medsize
California,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Web,Sports,Small
Arizona,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Small
Arizona,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L2,Offer3,Branch,Sports,Large
Washington,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer1,Agent,Luxury,Large
California,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,L2,Offer2,Call Center,Sports,Medsize
California,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Web,Sports,Small
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L2,Offer3,Call Center,Sports,Medsize
California,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Agent,Sports,Medsize
Arizona,Basic,Postgraduate,Employed,M,Rural,Single,Corporate Auto,L3,Offer3,Call Center,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer3,Agent,Sports,Small
Arizona,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer3,Web,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Rural,Single,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Sports,Medsize
California,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
Washington,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer4,Branch,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L3,Offer2,Call Center,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,M,Rural,Married,Special Auto,L3,Offer4,Agent,Luxury,Small
California,Premium,Undergraduate,Unemployed,M,Suburban,Divorced,Special Auto,L3,Offer3,Web,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L1,Offer3,Branch,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Web,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,Sports,Small
Nevada,Basic,Postgraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Luxury,Medsize
Nevada,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Web,Sports,Medsize
Nevada,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Web,Luxury,Large
Washington,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer1,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L2,Offer2,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L1,Offer1,Call Center,Luxury,Medsize
Arizona,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Small
Nevada,Premium,Undergraduate,Employed,M,Suburban,Married,Special Auto,L2,Offer2,Web,Sports,Small
Oregon,Basic,Undergraduate,Employed,F,Urban,Single,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer3,Branch,Sports,Medsize
California,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,L3,Offer1,Agent,Sports,Small
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L1,Offer3,Branch,Luxury,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,L2,Offer2,Web,Sports,Large
Washington,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L1,Offer2,Agent,Sports,Small
California,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Urban,Single,Corporate Auto,L1,Offer3,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Luxury,Large
Arizona,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer3,Branch,Sports,Medsize
Washington,Basic,Undergraduate,Employed,F,Urban,Single,Corporate Auto,L1,Offer3,Call Center,Sports,Large
Nevada,Extended,Postgraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer1,Branch,Sports,Large
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L2,Offer3,Web,Luxury,Small
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L1,Offer2,Web,Sports,Medsize
Arizona,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer1,Web,Sports,Medsize
Oregon,Basic,Postgraduate,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer2,Agent,Sports,Large
Oregon,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,Offer4,Agent,Sports,Small
Oregon,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
Arizona,Extended,Undergraduate,Employed,F,Urban,Divorced,Corporate Auto,L3,Offer2,Web,Sports,Medsize
Oregon,Extended,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,L1,Offer1,Branch,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer1,Agent,Sports,Small
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer1,Web,Sports,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
Oregon,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer1,Agent,Sports,Small
Oregon,Extended,Postgraduate,Employed,M,Suburban,Married,Special Auto,L2,Offer1,Agent,Sports,Medsize
Arizona,Extended,Postgraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
Arizona,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L1,Offer4,Agent,Luxury,Medsize
Nevada,Premium,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
California,Extended,Postgraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Sports,Small
Oregon,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer3,Branch,Sports,Small
Washington,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,L1,Offer1,Agent,Luxury,Medsize
Nevada,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L1,Offer3,Call Center,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Sports,Small
California,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer3,Branch,Sports,Medsize
Arizona,Extended,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,L3,Offer4,Web,Sports,Large
California,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Small
Nevada,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
California,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Agent,Sports,Small
California,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,M,Urban,Married,Corporate Auto,L3,Offer4,Call Center,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Washington,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Large
California,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,L2,Offer4,Branch,Sports,Small
California,Basic,Undergraduate,Employed,F,Rural,Divorced,Special Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Agent,Sports,Medsize
Washington,Extended,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,L3,Offer4,Agent,Sports,Large
Oregon,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,L1,Offer3,Branch,Sports,Medsize
California,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer4,Agent,Sports,Medsize
Oregon,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Call Center,Luxury,Small
Arizona,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer1,Web,Sports,Small
California,Extended,Postgraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer1,Agent,Luxury,Medsize
Nevada,Extended,Postgraduate,Employed,F,Urban,Married,Special Auto,L3,Offer4,Branch,Sports,Large
Nevada,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer4,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Arizona,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L2,Offer2,Call Center,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Small
California,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Web,Luxury,Medsize
Arizona,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L1,Offer1,Branch,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Urban,Single,Corporate Auto,L3,Offer3,Branch,Sports,Medsize
California,Basic,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer4,Branch,Sports,Large
Washington,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Call Center,Sports,Small
California,Basic,High School or Below,Unemployed,M,Suburban,Married,Special Auto,L2,Offer2,Branch,Sports,Medsize
Arizona,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Washington,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Medsize
California,Basic,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,L3,Offer2,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Branch,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
Oregon,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer3,Call Center,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Nevada,Basic,Postgraduate,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer4,Branch,Luxury,Large
Arizona,Extended,High School or Below,Employed,F,Urban,Divorced,Special Auto,L1,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer2,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Sports,Small
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Arizona,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Large
California,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,L1,Offer3,Call Center,Sports,Medsize
Washington,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Branch,Luxury,Medsize
California,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer2,Branch,Sports,Small
Oregon,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Call Center,Luxury,Medsize
California,Premium,Postgraduate,Employed,M,Suburban,Single,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Postgraduate,Employed,M,Rural,Single,Personal Auto,L2,Offer2,Agent,Luxury,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,Luxury,Small
Washington,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
Washington,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Large
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Small
Oregon,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Small
California,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer4,Call Center,Sports,Small
Oregon,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Large
Oregon,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer3,Web,Sports,Small
Arizona,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Single,Special Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Nevada,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Oregon,Extended,Postgraduate,Unemployed,M,Urban,Single,Corporate Auto,L1,Offer4,Agent,Sports,Medsize
Nevada,Basic,Postgraduate,Employed,M,Urban,Divorced,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer3,Branch,Sports,Small
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Sports,Medsize
Nevada,Premium,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L1,Offer2,Agent,Sports,Medsize
Oregon,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,L3,Offer2,Web,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Branch,Luxury,Small
California,Basic,Postgraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer2,Branch,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Oregon,Basic,Postgraduate,Employed,M,Suburban,Married,Special Auto,L2,Offer3,Web,Sports,Small
California,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer4,Web,Sports,Small
Arizona,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L1,Offer1,Branch,Luxury,Medsize
California,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,L2,Offer4,Agent,Sports,Large
